Area,Zone,Time,People.Frequency,Is.Police_Station,Is.Bar,Tier,Residence.Level,Class
Davangere,Central,Night,High,Yes,Yes,Inner,Low,Safe
Belgaum,East,Morning,Low,No,Yes,Outer,Medium,Unsafe
Hubli,East,Night,Medium,Yes,No,Middle,High,Safe
Belgaum,East,Evening,Low,Yes,Yes,Inner,Medium,Unsafe
Bangalore,East,Afternoon,Low,Yes,No,Outer,High,Unsafe
Davangere,South,Morning,High,No,No,Outer,Medium,Safe
Belgaum,North,Afternoon,Low,No,Yes,Inner,Low,Unsafe
Tumkur,West,Afternoon,High,Yes,No,Outer,Medium,Unsafe
Tumkur,South,Afternoon,Medium,Yes,Yes,Inner,Medium,Safe
Bangalore,North,Afternoon,High,No,Yes,Inner,Medium,Unsafe
Shimoga,Central,Afternoon,Low,Yes,Yes,Inner,Medium,Safe
Belgaum,East,Afternoon,High,No,Yes,Inner,Medium,Unsafe
Tumkur,South,Evening,High,No,Yes,Inner,High,Safe
Shimoga,South,Evening,High,Yes,Yes,Inner,High,Safe
Belgaum,Central,Morning,Low,Yes,Yes,Middle,High,Safe
Davangere,Central,Morning,High,Yes,Yes,Inner,High,Safe
Hubli,South,Night,Medium,Yes,Yes,Outer,Medium,Unsafe
Hubli,East,Morning,Low,No,Yes,Outer,Low,Unsafe
Belgaum,North,Afternoon,Medium,Yes,Yes,Middle,Medium,Safe
Hubli,South,Night,Low,No,Yes,Middle,High,Safe
Tumkur,North,Night,High,Yes,Yes,Outer,High,Unsafe
Mangalore,West,Afternoon,High,No,Yes,Middle,Medium,Unsafe
Shimoga,South,Evening,High,Yes,No,Inner,High,Unsafe
Shimoga,West,Morning,Low,No,No,Outer,High,Unsafe
Mysore,South,Evening,High,No,No,Middle,Medium,Safe
Davangere,Central,Evening,High,Yes,No,Outer,Medium,Unsafe
Shimoga,East,Night,Medium,No,Yes,Middle,Low,Safe
Mysore,East,Night,Medium,No,No,Outer,Medium,Safe
Davangere,Central,Morning,High,Yes,No,Middle,Medium,Safe
Mangalore,West,Night,High,Yes,Yes,Outer,Medium,Safe
Bangalore,East,Evening,High,No,Yes,Outer,Medium,Unsafe
Bangalore,East,Afternoon,High,Yes,No,Inner,Low,Safe
Davangere,West,Evening,Low,Yes,Yes,Inner,High,Safe
Belgaum,South,Night,Low,No,No,Outer,High,Unsafe
Mangalore,South,Morning,Medium,No,No,Outer,High,Unsafe
Davangere,Central,Night,High,No,No,Outer,Low,Safe
Bangalore,East,Night,High,Yes,Yes,Inner,High,Unsafe
Hubli,East,Morning,Medium,Yes,Yes,Outer,High,Safe
Mangalore,South,Evening,High,No,Yes,Middle,Low,Unsafe
Bangalore,Central,Night,Medium,Yes,Yes,Inner,High,Safe
Davangere,Central,Night,High,Yes,Yes,Middle,Low,Safe
Belgaum,South,Morning,Low,No,No,Outer,Medium,Unsafe
Shimoga,East,Afternoon,High,No,Yes,Middle,Low,Safe
Hubli,Central,Night,Medium,Yes,Yes,Middle,Medium,Unsafe
Mangalore,North,Night,Low,Yes,No,Outer,Low,Unsafe
Mysore,West,Evening,High,No,No,Outer,High,Safe
Davangere,West,Morning,Low,Yes,Yes,Middle,High,Safe
Hubli,West,Afternoon,Low,No,Yes,Middle,Medium,Safe
Mysore,North,Afternoon,Low,Yes,Yes,Middle,Low,Safe
Tumkur,West,Evening,Low,Yes,Yes,Middle,Low,Safe
Davangere,North,Afternoon,High,No,Yes,Outer,Medium,Safe
Davangere,West,Afternoon,Medium,Yes,No,Middle,Medium,Unsafe
Hubli,South,Morning,High,Yes,No,Inner,High,Safe
Mysore,North,Afternoon,High,Yes,Yes,Middle,Low,Safe
Hubli,West,Evening,High,Yes,Yes,Inner,Low,Safe
Belgaum,North,Night,Low,No,No,Middle,Low,Unsafe
Shimoga,Central,Morning,Medium,No,No,Middle,High,Safe
Belgaum,West,Evening,Medium,Yes,No,Middle,High,Unsafe
Mangalore,East,Evening,Low,Yes,Yes,Outer,Low,Safe
Mangalore,West,Night,Medium,No,Yes,Inner,Medium,Safe
Hubli,South,Afternoon,High,No,Yes,Inner,Medium,Safe
Tumkur,West,Night,Medium,Yes,Yes,Outer,High,Safe
Belgaum,East,Afternoon,Low,No,Yes,Inner,Medium,Unsafe
Mangalore,West,Afternoon,High,Yes,No,Inner,Medium,Safe
Mangalore,North,Afternoon,Low,No,No,Outer,Medium,Unsafe
Mangalore,North,Evening,High,No,No,Middle,Medium,Unsafe
Belgaum,South,Afternoon,High,No,No,Outer,Medium,Safe
Mangalore,West,Afternoon,Low,No,No,Inner,Medium,Unsafe
Belgaum,East,Morning,High,No,Yes,Inner,Low,Unsafe
Tumkur,South,Morning,High,No,Yes,Outer,High,Unsafe
Belgaum,South,Morning,Medium,Yes,Yes,Outer,Low,Safe
Mysore,Central,Evening,High,No,Yes,Middle,Low,Unsafe
Davangere,East,Night,Low,No,No,Outer,Medium,Unsafe
Mysore,North,Morning,Medium,No,Yes,Inner,High,Safe
Mangalore,Central,Morning,Low,Yes,Yes,Inner,Medium,Safe
Bangalore,Central,Morning,Medium,No,Yes,Inner,Medium,Safe
Davangere,East,Afternoon,Low,Yes,No,Middle,Medium,Unsafe
Tumkur,West,Night,High,Yes,Yes,Outer,High,Unsafe
Bangalore,North,Night,Medium,Yes,No,Outer,Medium,Safe
Mangalore,North,Night,Low,No,Yes,Outer,Low,Safe
Belgaum,East,Night,Medium,Yes,Yes,Inner,Medium,Safe
Belgaum,South,Afternoon,High,No,No,Middle,Medium,Safe
Bangalore,North,Evening,High,Yes,Yes,Outer,High,Unsafe
Davangere,West,Morning,Medium,Yes,Yes,Middle,Medium,Safe
Hubli,South,Morning,High,Yes,Yes,Middle,Medium,Unsafe
Belgaum,Central,Evening,Low,No,No,Outer,Medium,Unsafe
Hubli,North,Morning,Low,No,No,Middle,High,Safe
Mangalore,West,Night,High,Yes,No,Middle,Low,Safe
Davangere,West,Evening,Medium,No,Yes,Middle,Low,Safe
Shimoga,East,Morning,Medium,Yes,No,Middle,Low,Safe
Belgaum,North,Evening,Low,No,Yes,Inner,Medium,Safe
Bangalore,Central,Night,Low,Yes,No,Outer,High,Unsafe
Mangalore,East,Night,Medium,Yes,Yes,Inner,Medium,Safe
Mangalore,North,Afternoon,High,No,Yes,Inner,Medium,Safe
Bangalore,Central,Morning,Medium,No,Yes,Inner,High,Unsafe
Davangere,North,Afternoon,Medium,Yes,No,Inner,Low,Safe
Belgaum,South,Night,High,Yes,No,Middle,High,Unsafe
Shimoga,East,Night,Low,Yes,No,Middle,High,Safe
Belgaum,West,Afternoon,Medium,No,No,Outer,High,Unsafe
Shimoga,Central,Morning,Medium,Yes,Yes,Outer,High,Safe
Bangalore,South,Evening,Low,Yes,Yes,Middle,Medium,Unsafe
Mysore,Central,Morning,Low,Yes,Yes,Middle,High,Unsafe
Mangalore,East,Afternoon,Low,Yes,No,Outer,Low,Unsafe
Tumkur,North,Evening,High,No,Yes,Outer,Low,Unsafe
Bangalore,North,Morning,High,No,No,Middle,Low,Safe
Mangalore,North,Afternoon,High,No,No,Outer,Medium,Unsafe
Tumkur,South,Evening,Medium,Yes,No,Middle,Low,Safe
Shimoga,North,Evening,Low,No,Yes,Inner,Low,Safe
Bangalore,North,Night,Medium,Yes,Yes,Inner,Medium,Safe
Hubli,East,Evening,High,No,No,Inner,Medium,Safe
Shimoga,West,Afternoon,Medium,No,No,Inner,Medium,Safe
Mysore,West,Afternoon,High,No,No,Middle,Low,Unsafe
Davangere,South,Night,High,Yes,Yes,Middle,High,Safe
Tumkur,West,Morning,High,No,Yes,Middle,High,Unsafe
Shimoga,North,Afternoon,High,Yes,Yes,Inner,Medium,Safe
Davangere,East,Night,High,Yes,No,Middle,High,Safe
Mysore,West,Morning,High,No,Yes,Outer,High,Unsafe
Davangere,West,Afternoon,Low,Yes,No,Inner,Low,Safe
Tumkur,South,Afternoon,High,Yes,Yes,Middle,Low,Safe
Tumkur,East,Night,Low,Yes,Yes,Middle,High,Safe
Davangere,East,Morning,High,No,Yes,Middle,Low,Unsafe
Shimoga,South,Afternoon,Medium,Yes,Yes,Inner,Low,Safe
Davangere,West,Morning,Low,No,Yes,Outer,Medium,Unsafe
Tumkur,West,Evening,High,Yes,No,Middle,High,Safe
Davangere,North,Afternoon,Low,No,Yes,Middle,High,Safe
Hubli,Central,Evening,Medium,No,Yes,Inner,High,Safe
Bangalore,South,Afternoon,High,No,No,Outer,Medium,Unsafe
Mangalore,East,Evening,Medium,Yes,Yes,Outer,Medium,Unsafe
Mysore,East,Morning,Medium,Yes,Yes,Middle,High,Unsafe
Mysore,South,Night,High,Yes,Yes,Outer,Medium,Unsafe
Hubli,East,Afternoon,High,Yes,No,Outer,Medium,Unsafe
Tumkur,East,Evening,High,Yes,Yes,Outer,Medium,Unsafe
Shimoga,North,Afternoon,Medium,Yes,No,Middle,High,Unsafe
Belgaum,East,Night,High,Yes,Yes,Inner,High,Safe
Tumkur,North,Evening,Medium,No,No,Inner,Medium,Safe
Belgaum,Central,Night,Low,Yes,Yes,Inner,High,Unsafe
Belgaum,West,Morning,High,Yes,No,Inner,Low,Unsafe
Davangere,South,Morning,Medium,No,No,Middle,High,Safe
Mangalore,South,Morning,Low,Yes,No,Middle,High,Safe
Davangere,South,Night,High,Yes,No,Inner,High,Unsafe
Davangere,North,Afternoon,High,No,No,Middle,Medium,Unsafe
Davangere,North,Afternoon,Medium,Yes,Yes,Middle,Medium,Safe
Davangere,West,Night,Medium,Yes,No,Inner,Low,Safe
Davangere,East,Morning,High,No,No,Outer,High,Unsafe
Davangere,South,Afternoon,Medium,No,Yes,Outer,High,Safe
Bangalore,East,Night,Medium,Yes,Yes,Middle,High,Safe
Hubli,West,Afternoon,Medium,No,No,Middle,Low,Unsafe
Shimoga,East,Evening,High,No,Yes,Inner,Low,Unsafe
Davangere,Central,Afternoon,Low,No,No,Middle,Medium,Safe
Bangalore,West,Morning,Low,Yes,Yes,Inner,Medium,Safe
Shimoga,West,Afternoon,Low,Yes,Yes,Outer,Medium,Unsafe
Tumkur,West,Morning,High,Yes,Yes,Middle,Low,Unsafe
Davangere,North,Night,Low,No,Yes,Middle,Low,Safe
Belgaum,South,Evening,Medium,No,No,Outer,Medium,Unsafe
Davangere,East,Morning,High,No,Yes,Middle,Medium,Unsafe
Hubli,East,Night,Medium,No,Yes,Middle,Medium,Safe
Mangalore,Central,Morning,High,No,No,Outer,High,Unsafe
Shimoga,West,Night,Medium,No,No,Inner,High,Unsafe
Hubli,South,Morning,High,Yes,No,Outer,Low,Safe
Shimoga,East,Afternoon,Medium,No,Yes,Outer,High,Unsafe
Mysore,South,Night,High,Yes,No,Inner,Medium,Safe
Mysore,Central,Morning,Low,Yes,Yes,Inner,High,Unsafe
Mangalore,North,Morning,High,No,Yes,Middle,High,Unsafe
Davangere,West,Evening,Medium,No,Yes,Inner,High,Safe
Davangere,West,Afternoon,Low,No,Yes,Middle,Low,Unsafe
Shimoga,North,Afternoon,High,Yes,Yes,Inner,Medium,Safe
Davangere,South,Afternoon,Low,Yes,No,Middle,Medium,Safe
Bangalore,West,Afternoon,Medium,Yes,Yes,Outer,Low,Unsafe
Belgaum,East,Morning,Medium,No,No,Inner,High,Unsafe
Tumkur,North,Night,High,No,Yes,Outer,Low,Safe
Mangalore,Central,Evening,Medium,No,No,Outer,High,Safe
Mysore,East,Morning,Low,Yes,Yes,Outer,Medium,Safe
Tumkur,North,Evening,Medium,No,Yes,Middle,Medium,Safe
Tumkur,West,Afternoon,High,Yes,Yes,Inner,High,Safe
Davangere,West,Night,High,Yes,No,Middle,High,Unsafe
Davangere,West,Night,Low,No,Yes,Middle,High,Unsafe
Shimoga,East,Night,Low,Yes,Yes,Inner,High,Safe
Belgaum,West,Night,Medium,No,Yes,Middle,Low,Safe
Belgaum,Central,Night,High,Yes,No,Middle,Low,Safe
Hubli,South,Morning,High,No,No,Outer,Low,Unsafe
Davangere,North,Afternoon,Low,No,Yes,Middle,Low,Safe
Tumkur,South,Afternoon,High,Yes,Yes,Inner,High,Unsafe
Davangere,South,Afternoon,Low,No,Yes,Outer,High,Unsafe
Belgaum,South,Afternoon,Low,Yes,No,Inner,Low,Unsafe
Mysore,West,Night,Low,No,Yes,Middle,Medium,Safe
Mysore,West,Night,Medium,Yes,No,Outer,Medium,Unsafe
Belgaum,South,Afternoon,Low,Yes,No,Outer,Medium,Safe
Shimoga,East,Afternoon,High,No,Yes,Inner,High,Safe
Hubli,South,Night,Medium,Yes,Yes,Outer,Low,Safe
Davangere,West,Afternoon,Low,Yes,Yes,Inner,Low,Unsafe
Tumkur,Central,Afternoon,Low,No,Yes,Outer,Medium,Safe
Belgaum,West,Afternoon,Low,No,Yes,Inner,Medium,Unsafe
Belgaum,North,Evening,Low,No,Yes,Middle,Medium,Safe
Belgaum,West,Night,High,Yes,No,Inner,High,Safe
Hubli,West,Evening,Medium,No,Yes,Middle,Low,Unsafe
Hubli,West,Morning,Low,Yes,Yes,Inner,Low,Safe
Belgaum,North,Afternoon,Low,No,Yes,Middle,Low,Safe
Mangalore,South,Afternoon,Low,No,No,Middle,High,Unsafe
Davangere,Central,Afternoon,High,Yes,Yes,Middle,High,Safe
Tumkur,Central,Evening,Medium,No,Yes,Outer,Medium,Unsafe
Shimoga,South,Afternoon,Low,No,Yes,Outer,High,Safe
Belgaum,North,Evening,Medium,No,No,Inner,Low,Unsafe
Davangere,North,Morning,High,Yes,Yes,Middle,High,Safe
Bangalore,South,Evening,High,No,Yes,Outer,High,Unsafe
Tumkur,Central,Night,High,No,Yes,Outer,Medium,Unsafe
Shimoga,East,Afternoon,Low,Yes,Yes,Outer,Low,Safe
Mysore,West,Afternoon,Low,Yes,No,Middle,Medium,Unsafe
Bangalore,South,Night,High,Yes,Yes,Inner,High,Unsafe
Hubli,South,Afternoon,High,Yes,No,Outer,Medium,Safe
Mysore,West,Morning,Low,Yes,No,Inner,Medium,Unsafe
Bangalore,Central,Afternoon,High,Yes,No,Middle,High,Unsafe
Davangere,North,Night,Medium,No,Yes,Outer,High,Safe
Mangalore,North,Night,Medium,No,Yes,Inner,Low,Unsafe
Mysore,East,Evening,High,Yes,No,Inner,Low,Unsafe
Davangere,South,Morning,Medium,Yes,No,Outer,Low,Safe
Mangalore,Central,Evening,Low,No,No,Middle,Medium,Unsafe
Davangere,East,Evening,Medium,Yes,Yes,Inner,Low,Unsafe
Mysore,West,Morning,Low,Yes,No,Middle,Medium,Unsafe
Bangalore,Central,Morning,Medium,No,No,Middle,High,Unsafe
Shimoga,West,Evening,Medium,No,Yes,Outer,High,Unsafe
Belgaum,North,Night,Medium,No,Yes,Middle,Medium,Unsafe
Tumkur,North,Night,Medium,Yes,No,Middle,High,Unsafe
Mangalore,Central,Morning,Low,Yes,No,Inner,Low,Safe
Hubli,Central,Evening,High,No,No,Outer,High,Safe
Davangere,West,Night,Medium,Yes,Yes,Outer,Low,Safe
Belgaum,East,Evening,Medium,Yes,No,Inner,High,Unsafe
Davangere,North,Evening,Low,No,No,Middle,Low,Unsafe
Bangalore,West,Morning,Medium,No,No,Outer,Low,Unsafe
Tumkur,North,Afternoon,Medium,No,Yes,Outer,Medium,Safe
Mangalore,West,Evening,High,Yes,No,Outer,Low,Unsafe
Shimoga,East,Night,High,Yes,Yes,Middle,Medium,Safe
Hubli,South,Night,High,Yes,Yes,Middle,Low,Unsafe
Davangere,West,Night,High,No,No,Middle,High,Safe
Davangere,East,Evening,High,Yes,Yes,Outer,Medium,Safe
Hubli,East,Night,High,Yes,Yes,Outer,Low,Safe
Shimoga,North,Morning,High,No,No,Inner,Low,Safe
Mangalore,East,Afternoon,High,No,Yes,Middle,High,Safe
Davangere,North,Night,High,Yes,No,Inner,High,Unsafe
Hubli,West,Afternoon,Medium,Yes,No,Middle,Low,Unsafe
Davangere,West,Night,Low,No,No,Inner,High,Unsafe
Belgaum,South,Evening,High,No,Yes,Middle,High,Safe
Belgaum,West,Night,High,No,Yes,Outer,Low,Safe
Bangalore,East,Morning,Medium,No,No,Middle,Medium,Safe
Hubli,West,Afternoon,High,No,Yes,Middle,High,Safe
Shimoga,West,Night,High,Yes,No,Outer,Low,Unsafe
Bangalore,North,Night,High,No,No,Outer,High,Unsafe
Davangere,Central,Evening,Medium,No,No,Outer,Medium,Unsafe
Tumkur,North,Night,Low,No,No,Middle,Medium,Safe
Shimoga,West,Afternoon,Low,No,Yes,Middle,Medium,Safe
Bangalore,North,Afternoon,Medium,Yes,Yes,Outer,Low,Safe
Bangalore,West,Afternoon,High,No,No,Outer,High,Unsafe
Mangalore,West,Morning,Medium,Yes,Yes,Middle,High,Unsafe
Belgaum,Central,Night,Medium,No,Yes,Inner,High,Safe
Mysore,Central,Night,Medium,No,No,Middle,High,Unsafe
Bangalore,North,Evening,Low,Yes,No,Inner,Medium,Safe
Tumkur,South,Afternoon,Low,No,No,Middle,Low,Safe
Mangalore,South,Evening,High,No,Yes,Middle,Medium,Safe
Tumkur,North,Night,Low,Yes,Yes,Inner,Low,Safe
Tumkur,North,Afternoon,High,Yes,No,Middle,Low,Safe
Mysore,West,Evening,Medium,Yes,Yes,Inner,Low,Safe
Shimoga,South,Afternoon,Low,No,Yes,Middle,Low,Safe
Mysore,West,Evening,High,Yes,Yes,Middle,Medium,Safe
Mangalore,East,Afternoon,High,Yes,Yes,Middle,Low,Safe
Belgaum,East,Afternoon,High,Yes,No,Outer,Low,Safe
Belgaum,South,Night,Medium,No,No,Outer,High,Safe
Shimoga,East,Evening,Low,No,Yes,Inner,High,Unsafe
Mangalore,West,Night,Low,No,Yes,Middle,High,Unsafe
Hubli,Central,Night,Medium,Yes,Yes,Inner,Medium,Unsafe
Davangere,East,Night,High,Yes,No,Middle,Medium,Safe
Shimoga,South,Evening,Low,Yes,Yes,Outer,Low,Unsafe
Mysore,South,Night,Medium,No,No,Outer,Low,Safe
Mangalore,East,Evening,Low,No,Yes,Inner,Medium,Unsafe
Belgaum,South,Afternoon,High,Yes,No,Middle,Medium,Unsafe
Bangalore,Central,Evening,High,Yes,No,Outer,High,Unsafe
Mangalore,Central,Morning,Low,Yes,Yes,Outer,High,Safe
Belgaum,Central,Afternoon,Medium,Yes,No,Middle,High,Unsafe
Shimoga,Central,Morning,Medium,Yes,Yes,Inner,High,Safe
Bangalore,East,Night,Low,Yes,Yes,Outer,Low,Safe
Mangalore,West,Evening,High,No,No,Middle,Medium,Safe
Tumkur,West,Afternoon,Medium,No,No,Middle,Low,Safe
Mysore,South,Afternoon,Low,No,Yes,Outer,Low,Unsafe
Shimoga,Central,Morning,Low,No,Yes,Outer,High,Unsafe
Davangere,South,Morning,Medium,Yes,No,Middle,High,Safe
Belgaum,West,Morning,Low,Yes,Yes,Middle,High,Safe
Tumkur,Central,Evening,High,Yes,No,Outer,High,Unsafe
Bangalore,South,Evening,Medium,No,Yes,Middle,High,Unsafe
Bangalore,West,Evening,Medium,Yes,Yes,Middle,Low,Safe
Davangere,North,Afternoon,Low,Yes,No,Middle,Low,Safe
Bangalore,South,Morning,Low,Yes,No,Outer,High,Unsafe
Tumkur,South,Evening,High,No,No,Inner,Medium,Unsafe
Belgaum,West,Evening,Medium,No,Yes,Inner,Medium,Safe
Tumkur,South,Morning,Medium,No,Yes,Inner,Low,Unsafe
Belgaum,Central,Night,Medium,No,No,Inner,Medium,Safe
Davangere,Central,Evening,High,No,No,Middle,Medium,Unsafe
Davangere,East,Afternoon,Low,Yes,No,Middle,High,Unsafe
Hubli,Central,Night,High,No,No,Middle,High,Safe
Davangere,North,Evening,High,No,No,Outer,Medium,Safe
Belgaum,East,Evening,High,No,No,Inner,High,Safe
Mangalore,Central,Evening,Medium,Yes,No,Inner,Medium,Unsafe
Bangalore,North,Night,Medium,No,No,Outer,High,Unsafe
Shimoga,South,Morning,High,Yes,No,Inner,High,Safe
Hubli,West,Evening,Medium,Yes,Yes,Inner,Low,Safe
Bangalore,Central,Afternoon,Low,Yes,No,Inner,Medium,Safe
Davangere,North,Morning,High,No,No,Middle,Medium,Unsafe
Mangalore,West,Night,Low,Yes,Yes,Outer,High,Unsafe
Davangere,South,Morning,High,Yes,No,Middle,Medium,Safe
Davangere,North,Morning,Medium,Yes,Yes,Outer,Low,Safe
Shimoga,West,Afternoon,High,No,No,Middle,Medium,Safe
Hubli,West,Evening,High,No,No,Middle,High,Safe
Mysore,East,Afternoon,High,Yes,Yes,Outer,High,Safe
Hubli,East,Morning,Low,Yes,Yes,Inner,High,Safe
Davangere,Central,Evening,Medium,No,Yes,Outer,Medium,Safe
Shimoga,West,Morning,Medium,No,Yes,Middle,Medium,Safe
Davangere,South,Morning,Medium,Yes,No,Outer,Medium,Unsafe
Shimoga,North,Night,Medium,No,No,Inner,Low,Safe
Davangere,Central,Night,High,Yes,No,Outer,Medium,Unsafe
Mangalore,Central,Morning,Low,No,No,Inner,Low,Safe
Hubli,South,Afternoon,High,No,Yes,Middle,Medium,Safe
Davangere,Central,Afternoon,Low,Yes,Yes,Outer,Medium,Unsafe
Belgaum,East,Night,Medium,No,No,Outer,Low,Safe
Belgaum,South,Night,Medium,Yes,No,Middle,Low,Unsafe
Bangalore,North,Night,Low,No,No,Inner,Medium,Safe
Bangalore,West,Night,Medium,Yes,Yes,Outer,Low,Safe
Tumkur,North,Morning,High,No,Yes,Inner,Low,Unsafe
Tumkur,Central,Afternoon,High,Yes,Yes,Inner,High,Unsafe
Davangere,South,Afternoon,Low,Yes,No,Outer,Medium,Unsafe
Tumkur,North,Evening,Medium,No,No,Middle,High,Safe
Davangere,West,Afternoon,High,No,No,Inner,High,Unsafe
Bangalore,Central,Evening,High,No,No,Middle,Medium,Unsafe
Hubli,East,Night,Low,Yes,No,Outer,Low,Unsafe
Shimoga,East,Afternoon,Medium,Yes,Yes,Outer,High,Unsafe
Davangere,South,Evening,High,Yes,No,Middle,Low,Unsafe
Davangere,West,Night,High,Yes,No,Inner,Medium,Safe
Hubli,East,Morning,Medium,Yes,No,Middle,Low,Safe
Davangere,South,Morning,Medium,Yes,Yes,Outer,Medium,Safe
Mysore,North,Evening,Low,Yes,No,Inner,Medium,Unsafe
Mysore,North,Night,Low,No,Yes,Outer,Medium,Safe
Mangalore,East,Morning,Low,No,Yes,Outer,Low,Safe
Mysore,West,Afternoon,Medium,Yes,Yes,Inner,Medium,Safe
Shimoga,South,Afternoon,Medium,Yes,No,Middle,High,Unsafe
Shimoga,Central,Evening,Low,No,Yes,Middle,Medium,Safe
Mangalore,Central,Afternoon,Medium,Yes,Yes,Inner,High,Unsafe
Davangere,West,Night,Medium,No,No,Inner,High,Unsafe
Davangere,East,Afternoon,Low,No,Yes,Inner,High,Safe
Belgaum,North,Afternoon,High,Yes,Yes,Middle,Low,Safe
Belgaum,East,Afternoon,High,Yes,No,Middle,Low,Unsafe
Mysore,West,Night,Medium,Yes,No,Inner,Low,Safe
Tumkur,South,Evening,High,No,Yes,Middle,High,Safe
Davangere,South,Afternoon,Low,No,No,Outer,Low,Safe
Mysore,South,Morning,High,Yes,No,Outer,Medium,Safe
Davangere,South,Evening,Medium,No,Yes,Middle,Low,Unsafe
Davangere,South,Afternoon,High,Yes,No,Inner,High,Safe
Davangere,North,Morning,Low,Yes,Yes,Middle,Medium,Unsafe
Bangalore,West,Evening,Low,No,No,Middle,Medium,Safe
Mangalore,East,Morning,Low,No,Yes,Outer,Low,Safe
Bangalore,Central,Evening,High,No,No,Middle,Medium,Safe
Mysore,Central,Evening,Medium,No,No,Middle,Low,Safe
Davangere,Central,Afternoon,Medium,No,No,Middle,Medium,Safe
Bangalore,East,Afternoon,Medium,No,No,Middle,Low,Safe
Mangalore,East,Evening,Low,Yes,Yes,Outer,Low,Unsafe
Shimoga,East,Night,Medium,Yes,Yes,Middle,Low,Unsafe
Bangalore,North,Afternoon,Low,No,Yes,Middle,Medium,Safe
Tumkur,West,Morning,High,Yes,Yes,Inner,High,Safe
Belgaum,East,Night,Medium,No,Yes,Middle,High,Safe
Mysore,South,Night,High,Yes,No,Inner,High,Safe
Mangalore,South,Morning,Low,Yes,Yes,Outer,Medium,Unsafe
Shimoga,North,Evening,High,No,No,Middle,High,Safe
Bangalore,North,Morning,High,No,Yes,Inner,Medium,Unsafe
Davangere,West,Afternoon,High,No,No,Inner,Medium,Safe
Belgaum,South,Night,High,Yes,Yes,Outer,High,Unsafe
Davangere,Central,Evening,Medium,No,Yes,Inner,Low,Safe
Tumkur,North,Afternoon,Medium,Yes,Yes,Outer,Medium,Safe
Bangalore,South,Morning,Medium,No,No,Outer,Medium,Safe
Belgaum,North,Afternoon,Medium,Yes,Yes,Inner,Medium,Unsafe
Shimoga,North,Evening,Medium,Yes,No,Middle,Medium,Unsafe
Bangalore,North,Evening,High,Yes,Yes,Inner,Medium,Safe
Belgaum,East,Evening,Low,Yes,No,Middle,Low,Safe
Davangere,Central,Evening,Low,No,No,Outer,Low,Unsafe
Shimoga,East,Morning,High,Yes,Yes,Middle,Medium,Safe
Mangalore,West,Afternoon,Low,No,Yes,Middle,High,Unsafe
Belgaum,North,Night,Medium,Yes,No,Inner,Low,Safe
Mysore,North,Afternoon,Medium,Yes,Yes,Outer,Medium,Safe
Hubli,Central,Afternoon,High,No,No,Outer,High,Unsafe
Bangalore,North,Evening,Low,Yes,Yes,Middle,Medium,Unsafe
Tumkur,Central,Afternoon,High,No,No,Outer,Medium,Unsafe
Tumkur,West,Morning,Medium,Yes,Yes,Outer,Medium,Unsafe
Davangere,West,Morning,Medium,No,Yes,Inner,High,Unsafe
Mysore,East,Morning,Low,No,Yes,Inner,Low,Unsafe
Shimoga,Central,Evening,High,No,No,Inner,High,Safe
Bangalore,West,Morning,High,Yes,Yes,Outer,High,Safe
Mysore,West,Afternoon,Medium,Yes,Yes,Outer,Medium,Safe
Bangalore,Central,Night,Low,Yes,No,Inner,Medium,Safe
Tumkur,West,Night,Medium,No,Yes,Middle,Low,Safe
Davangere,East,Afternoon,High,Yes,No,Middle,High,Unsafe
Hubli,Central,Morning,Low,Yes,Yes,Inner,Low,Unsafe
Tumkur,South,Night,High,No,No,Middle,Low,Safe
Mysore,East,Night,High,Yes,No,Outer,High,Unsafe
Davangere,East,Afternoon,High,Yes,Yes,Outer,Medium,Safe
Shimoga,West,Morning,Low,No,Yes,Outer,Medium,Unsafe
Davangere,Central,Morning,Medium,No,Yes,Inner,Medium,Unsafe
Bangalore,Central,Evening,High,Yes,No,Middle,Medium,Safe
Mysore,West,Afternoon,Low,No,No,Outer,High,Safe
Bangalore,West,Night,Low,No,No,Inner,Medium,Unsafe
Tumkur,Central,Afternoon,High,Yes,No,Inner,Low,Safe
Belgaum,Central,Night,High,Yes,No,Middle,Medium,Safe
Davangere,West,Afternoon,High,Yes,No,Outer,Medium,Unsafe
Shimoga,East,Afternoon,High,No,No,Middle,Medium,Safe
Hubli,North,Evening,Low,Yes,No,Outer,High,Unsafe
Mangalore,East,Evening,Medium,Yes,No,Middle,High,Safe
Belgaum,North,Morning,High,No,Yes,Outer,Medium,Unsafe
Shimoga,East,Afternoon,Low,Yes,No,Inner,Medium,Unsafe
Mysore,East,Evening,Low,No,Yes,Outer,Medium,Unsafe
Davangere,West,Night,Medium,No,No,Inner,Low,Safe
Mysore,Central,Morning,High,Yes,No,Outer,Medium,Safe
Tumkur,North,Morning,High,Yes,No,Inner,Medium,Safe
Shimoga,North,Evening,Medium,Yes,No,Inner,Medium,Unsafe
Belgaum,West,Morning,Low,Yes,No,Inner,Medium,Unsafe
Hubli,East,Afternoon,Low,Yes,Yes,Inner,High,Safe
Bangalore,West,Evening,Low,No,Yes,Middle,High,Unsafe
Shimoga,East,Night,Low,Yes,Yes,Outer,Low,Unsafe
Mangalore,North,Night,Low,No,Yes,Inner,Low,Safe
